codigo_oc,fecha,mes,organismo,region,rubro,proveedor,monto
5360-149-SE25,2025-04-28,4,UNIVERSIDAD DE TARAPACA,Region de Arica y Parinacota,Servicios de construcción y mantenimiento,Yolanda Mercedes Cabrera Parra,1165870
1725-4695-SE25,2025-04-28,4,SUBSECRETARÍA DE LAS CULTURAS Y LAS ARTES,Region de Valparaiso,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",ALEJANDRA CECILIA MENDOZA LERES,2065500
1028897-379-SE25,2025-04-28,4,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,Artículos eléctricos y de iluminación,SERVICIOS DE MANTENIMIENTO FICA LIMITADA,2744128
1028897-379-SE25,2025-04-28,4,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,Herramientas y maquinaria en general,SERVICIOS DE MANTENIMIENTO FICA LIMITADA,2744128
94-104-SE25,2025-04-28,4,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region Metropolitana de Santiago,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",BLANCO VIAJES SPA,2232306
4469-186-SE25,2025-04-28,4,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,Region de Valparaiso,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",SOCIEDAD DE INVERSIONES Y SERVICIOS CAMPOMAR LIMITADA,3688236
1028897-379-SE25,2025-04-28,4,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,Herramientas y maquinaria en general,SERVICIOS DE MANTENIMIENTO FICA LIMITADA,2744128
1410-445-SE25,2025-04-28,4,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Antofagasta,"Combustibles, lubricantes y anticorrosivos",KAUFMANN S A VEHICULOS MOTORIZADOS,11652688
4449-15-SE25,2025-04-28,4,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region Metropolitana de Santiago,Productos impresos y publicaciones,LIBRERIA EDUARDO ALBERS LTDA,63598480
5067-1312-SE25,2025-04-28,4,UNIVERSIDAD DE SANTIAGO DE CHILE,Region Metropolitana de Santiago,"Equipos, accesorios y suministros de oficina",IMPORTACIONES Y EXPORTACIONES TECNODATA S A,294118
4449-20-SE25,2025-04-28,4,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region Metropolitana de Santiago,Productos impresos y publicaciones,EDICIONES EKARE-SUR LIMITADA,11589160
94-104-SE25,2025-04-28,4,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region Metropolitana de Santiago,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",BLANCO VIAJES SPA,2232306
932-59-SE25,2025-04-28,4,INSTITUTO NACIONAL DE DEPORTES DE CHILE,Region del Libertador General Bernardo OHiggins,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos",COMERCIAL TANGGO SPORT SPA,1798800
1300-216-SE25,2025-04-28,4,SERVICIO NACIONAL DEL ADULTO MAYOR,Region Metropolitana de Santiago,Equipos y suministros de limpieza,Comercial Maquiservi Limitada,36533000
1576-61-SE25,2025-04-28,4,JUNTA NACIONAL DE JARDINES         INFANTILES,Region del Biobio,"Servicios de transporte, almacenaje y correo",YELLOW POWER  SPA,31613683
633470-43-SE25,2025-04-28,4,UNIVERSIDAD DE VALPARAISO,Region de Valparaiso,"Servicios de transporte, almacenaje y correo",SOCIEDAD DE TRANSPORTES  VEGA Y BAHAMONDES LIMITAD,202300
768-227-SE25,2025-04-28,4,GOBIERNO REGIONAL DE TARAPACA,Region de Tarapaca,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",CRISTIAN ESTEBAN PERCIC BECERRA,967000
1082957-218-SE25,2025-04-28,4,DIRECCION GENERAL DE PROMOCION DE EXPORTACIONES,Region Metropolitana de Santiago,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",ATN VIAJES S.A.,3774972
1028897-379-SE25,2025-04-28,4,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,"Equipos y suministros de defensa, orden público, protección y seguridad",SERVICIOS DE MANTENIMIENTO FICA LIMITADA,2744128
1281188-10-SE25,2025-04-28,4,DELEGACIÓN PRESIDENCIAL PROVINCIAL DE CAPITÁN PRAT,Region Aysen del General Carlos IbaNez del Campo,Artículos de fabricación y producción,JOSE GUILLERMO MELERO REYES E HIJOS LTDA,2745400
1028897-379-SE25,2025-04-28,4,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,Herramientas y maquinaria en general,SERVICIOS DE MANTENIMIENTO FICA LIMITADA,2744128
1976-55-SE25,2025-04-28,4,DELEGACIÓN PRESIDENCIAL PROVINCIAL DEL BIOBÍO,Region del Biobio,"Servicios de transporte, almacenaje y correo",TERESA DEL CARMEN GARRIDO ROJAS E HIJOS,1218487
1128-51-SE25,2025-04-28,4,INSTITUTO DE DESARROLLO AGROPECUARIO,Region de Magallanes y de la Antartica,Servicios de construcción y mantenimiento,JAVIER ALBERTO QUELIN CHODIL CONSTRUCCION Y ASESORIAS E I R L,1262437
1162-55-SE25,2025-04-28,4,SERVICIO AGRICOLA Y GANADERO,Region de Magallanes y de la Antartica,Equipamiento para laboratorios,Alta tecnología veterinaria s.a.,11031316
768-225-SE25,2025-04-28,4,GOBIERNO REGIONAL DE TARAPACA,Region de Tarapaca,Servicios de limpieza industrial,SOC. DE SERV. MAXIMA SEGURIDAD OPERATIVA E INTEGRALES SPA,8258333
5209-1105-SE25,2025-04-28,4,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Medicamentos y productos farmacéuticos,FARMACEUTICA RECCIUS SPA,690000
1602-39-SE25,2025-04-28,4,DIRECCION GENERAL DE AERONAUTICA CIVIL,Region Metropolitana de Santiago,"Tecnologías de la información, telecomunicaciones y radiodifusión",CLARO CHILE S.A.,11160000
5525-42-SE25,2025-04-29,4,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",GASTRONOMIA Y EVENTOS DIAZ LEAL LIMITADA,667000
1969-5472-SE25,2025-04-29,4,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region del Biobio,"Alimentos, bebidas y tabaco",GERMAN AQUILES CHAVEZ REYES,1224750
1281188-11-SE25,2025-04-29,4,DELEGACIÓN PRESIDENCIAL PROVINCIAL DE CAPITÁN PRAT,Region Aysen del General Carlos IbaNez del Campo,Artículos de fabricación y producción,JOSE GUILLERMO MELERO REYES E HIJOS LTDA,1650606
853-169-SE25,2025-04-29,4,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de los Lagos,Servicios de construcción y mantenimiento,NELLY ELIZABETH MOLINA MARIPI,1260504
5538-168-SE25,2025-04-29,4,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de Los Rios,Servicios de construcción y mantenimiento,FERNANDO ANDRES PEREZ JARAMILLO,504200
1159-40-SE25,2025-04-29,4,SERVICIO AGRICOLA Y GANADERO,Region de Coquimbo,Servicios de construcción y mantenimiento,MIRA INGENIERIA Y CONSTRUCCION LIMITADA,299085
5178-1862-SE25,2025-04-29,4,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,"Artículos para estructuras, obras y construcciones",STORIL Y CIA LTDA,1242000
859378-146-SE25,2025-04-29,4,UNIVERSIDAD DE VALPARAISO,Region de Valparaiso,"Servicios de transporte, almacenaje y correo",SOCIEDAD DE TRANSPORTES  VEGA Y BAHAMONDES LIMITAD,7059050
1607-94-SE25,2025-04-29,4,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,Region Metropolitana de Santiago,"Tecnologías de la información, telecomunicaciones y radiodifusión",INTERGRADE S A,38403361
1969-5486-SE25,2025-04-29,4,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region del Biobio,"Alimentos, bebidas y tabaco",MARTA FERNANDA ARENAS PEÑA,2296458
1084156-2673-SE25,2025-04-29,4,SERVICIO LOCAL DE EDUCACION PUBLICA ANDALIEN SUR,Region del Biobio,"Equipos, suministros y accesorios deportivos y recreativos",INGENIERIA ALVEAL.CL SPA,10399620
859378-146-SE25,2025-04-29,4,UNIVERSIDAD DE VALPARAISO,Region de Valparaiso,"Servicios de transporte, almacenaje y correo",SOCIEDAD DE TRANSPORTES  VEGA Y BAHAMONDES LIMITAD,7059050
951-1802-SE25,2025-04-29,4,DELEGACIÓN PRESIDENCIAL REGIONAL DE TARAPACÁ,Region de Tarapaca,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",servicios de lubricacion limitada,376900
586-207-SE25,2025-04-29,4,SERVICIO NACIONAL DE ADUANAS,Region de Valparaiso,"Servicios financieros, pensiones y seguros",SEGUROS GENERALES SURAMERICANA S.A.,19018690
1426050-2-SE25,2025-04-29,4,INSTITUTO NACIONAL DE LA JUVENTUD,Region Metropolitana de Santiago,"Tecnologías de la información, telecomunicaciones y radiodifusión",S T M COMPUTACION LIMITADA,7560000
951-1802-SE25,2025-04-29,4,DELEGACIÓN PRESIDENCIAL REGIONAL DE TARAPACÁ,Region de Tarapaca,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",servicios de lubricacion limitada,376900
859378-146-SE25,2025-04-29,4,UNIVERSIDAD DE VALPARAISO,Region de Valparaiso,"Servicios de transporte, almacenaje y correo",SOCIEDAD DE TRANSPORTES  VEGA Y BAHAMONDES LIMITAD,7059050
859378-146-SE25,2025-04-29,4,UNIVERSIDAD DE VALPARAISO,Region de Valparaiso,"Servicios de transporte, almacenaje y correo",SOCIEDAD DE TRANSPORTES  VEGA Y BAHAMONDES LIMITAD,7059050
1965-219-SE25,2025-04-29,4,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Magallanes y de la Antartica,Servicios de cuidado personal y domésticos,EDENRED CHILE SOCIEDAD ANONIMA,1690000
5550-9-SE25,2025-04-29,4,INSTITUTO DE SEGURIDAD LABORAL,Region Metropolitana de Santiago,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",LA FIGA PRODUCCIONES EVENTO Y ALTA GASTRONOMÍA LIM,14430889
1082957-221-SE25,2025-04-29,4,DIRECCION GENERAL DE PROMOCION DE EXPORTACIONES,Region Metropolitana de Santiago,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",ATN VIAJES S.A.,496637
951-1802-SE25,2025-04-29,4,DELEGACIÓN PRESIDENCIAL REGIONAL DE TARAPACÁ,Region de Tarapaca,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",servicios de lubricacion limitada,376900
612-3907-SE25,2025-04-29,4,SERVICIO AGRICOLA Y GANADERO,Region Metropolitana de Santiago,"Servicios profesionales, administrativos y consultorías de gestión empresarial",REMODELACIONES Y OBRAS MENORES SERGIO ORLANDO FUENTES FABRIS EMPRESA I,262602
4712-14-SE25,2025-04-29,4,SERVICIO NACIONAL DE CAPACITACION Y EMPLEO,Region Metropolitana de Santiago,"Servicios profesionales, administrativos y consultorías de gestión empresarial",CENTRO DE EVALUACION Y CERTIFICACION DE   COMPETENCIAS LABORALES - CNC S,3660000
951-1802-SE25,2025-04-29,4,DELEGACIÓN PRESIDENCIAL REGIONAL DE TARAPACÁ,Region de Tarapaca,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",servicios de lubricacion limitada,376900
2555-83-SE25,2025-04-29,4,CORP NACIONAL FORESTAL,Region de Coquimbo,"Alimentos, bebidas y tabaco",SOCIEDAD CARNES LOMA LARGA COMPANIA LIMITADA,5131021
1546-6-SE25,2025-04-29,4,SERVICIO DE IMPUESTOS INTERNOS DIRECCION,Region Metropolitana de Santiago,Servicios de construcción y mantenimiento,SANIDES CHILE SPA,2876953
5413-366-SE25,2025-04-30,4,UNIVERSIDAD DE LOS LAGOS,Region de los Lagos,Artículos eléctricos y de iluminación,FERNANDO ALBERTO VELOSO OLIVA,24811994
5520-4189-SE25,2025-04-30,4,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,"Equipos y suministros de defensa, orden público, protección y seguridad",MANUFACTURAS RAC LIMITADA,220371
662237-98-SE25,2025-04-30,4,SERVICIO NACIONAL PARA LA PREVENCION Y REHABILITACION DEL CONSUMO DE D,Region Metropolitana de Santiago,"Salud, servicios sanitarios y alimentación",SOCIEDAD DE SERVICIOS GAMMA LIMITADA,154207200
837-136-SE25,2025-04-30,4,SERVICIO MEDICO LEGAL,Region Metropolitana de Santiago,Productos químicos industriales,LINDE GAS CHILE S.A.,261793357
5413-366-SE25,2025-04-30,4,UNIVERSIDAD DE LOS LAGOS,Region de los Lagos,Artículos eléctricos y de iluminación,FERNANDO ALBERTO VELOSO OLIVA,24811994
4649-48-SE25,2025-04-30,4,CORP NACIONAL FORESTAL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",RAUL EUGENIO MONTECINOS ARAYA,252129
5413-366-SE25,2025-04-30,4,UNIVERSIDAD DE LOS LAGOS,Region de los Lagos,Artículos eléctricos y de iluminación,FERNANDO ALBERTO VELOSO OLIVA,24811994
889473-747-SE25,2025-04-30,4,UNIVERSIDAD DE O'HIGGINS,Region del Libertador General Bernardo OHiggins,Maquinaria para generación y distribución de energía,JOSÉ LINO PAREDES DONOSO SERVICIOS Y PRODUCTOS IND,6827800
4469-194-SE25,2025-04-30,4,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,Region de Valparaiso,"Artículos para estructuras, obras y construcciones",TECNIGEN S A,1985100
1376-316-SE25,2025-04-30,4,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Atacama,"Alimentos, bebidas y tabaco",COMERCIALIZADORA  SAN NICOLAS  SPA,987750
1407-15209-SE25,2025-04-30,4,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Tarapaca,Servicios de construcción y mantenimiento,FUMIGASAN  LIMITADA,1536615
5338-588-SE25,2025-04-30,4,UNIVERSIDAD DE MAGALLANES,Region de Magallanes y de la Antartica,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",SODEXO CHILE SPA,31092436
1953-832-SE25,2025-04-30,4,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Valparaiso,Servicios de cuidado personal y domésticos,EDENRED CHILE SOCIEDAD ANONIMA,5288284
1087-98-SE25,2025-04-30,4,CORP NACIONAL FORESTAL,Region de Arica y Parinacota,Servicios de construcción y mantenimiento,ELECTRICIDAD ERNESTO JOSE POSSELT SIMON E.I.R.L.,10495000
4469-194-SE25,2025-04-30,4,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,Region de Valparaiso,"Artículos para estructuras, obras y construcciones",TECNIGEN S A,1985100
217-3-SE25,2025-04-30,4,DELEGACIÓN PRESIDENCIAL PROVINCIAL DE CAPITÁN PRAT,Region Aysen del General Carlos IbaNez del Campo,"Productos derivados de minerales, plantas y animales",JOSE GUILLERMO MELERO REYES E HIJOS LTDA,281613
1725-4701-SE25,2025-04-30,4,SUBSECRETARÍA DE LAS CULTURAS Y LAS ARTES,Region de Valparaiso,"Servicios profesionales, administrativos y consultorías de gestión empresarial",SOCIEDAD MAJO PRODUCCIONES SPA,29616878
5520-4171-SE25,2025-04-30,4,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Servicios de limpieza industrial,CLAUDIO ALEJANDRO ROSALES RAMIREZ,679800
1338-46-SE25,2025-04-30,4,SUBSECRETARIA DEL MINISTERIO DE EDUCACION PUBLICA,Region de la Araucania,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública",ELICET LORETO ALBORNOZ SOTO,231000
5702-1006-SE24,2025-04-30,4,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Arica y Parinacota,Servicios básicos y de información pública,TELEFONICA EMPRESAS CHILE SA,7024605
5413-366-SE25,2025-04-30,4,UNIVERSIDAD DE LOS LAGOS,Region de los Lagos,Artículos eléctricos y de iluminación,FERNANDO ALBERTO VELOSO OLIVA,24811994
957865-198-SE25,2025-04-30,4,SUBSECRETARIA DE DERECHOS HUMANOS,Region Metropolitana de Santiago,Servicios básicos y de información pública,ARTURO AZOCAR PIECKERT Y COMPANIA LIMITADA,844809
837-136-SE25,2025-04-30,4,SERVICIO MEDICO LEGAL,Region Metropolitana de Santiago,Productos químicos industriales,LINDE GAS CHILE S.A.,261793357
720-178-SE25,2025-04-30,4,SERVICIO AGRICOLA Y GANADERO,Region de Arica y Parinacota,Artículos para plantas y animales,ARYSTA LIFESCIENCE CHILE S.A.,201000
5413-366-SE25,2025-04-30,4,UNIVERSIDAD DE LOS LAGOS,Region de los Lagos,Artículos eléctricos y de iluminación,FERNANDO ALBERTO VELOSO OLIVA,24811994
4649-48-SE25,2025-04-30,4,CORP NACIONAL FORESTAL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",RAUL EUGENIO MONTECINOS ARAYA,252129
5413-366-SE25,2025-04-30,4,UNIVERSIDAD DE LOS LAGOS,Region de los Lagos,Artículos eléctricos y de iluminación,FERNANDO ALBERTO VELOSO OLIVA,24811994
1407-15209-SE25,2025-04-30,4,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Tarapaca,Servicios de construcción y mantenimiento,FUMIGASAN  LIMITADA,1536615
5626-296-SE25,2025-04-30,4,UNIVERSIDAD DE VALPARAISO,Region de Valparaiso,"Servicios de transporte, almacenaje y correo",TURISMO J. ZAHR LIMITADA,1398740
1036-115-SE25,2025-04-30,4,CORP NACIONAL FORESTAL,Region del Biobio,Vehículos y equipamiento en general,JUAN ORLANDO GUTIERREZ MOYA ASESORIAS Y SERVICIOS             FORESTALES EIRL,22000000
5520-4188-SE25,2025-04-30,4,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Servicios de limpieza industrial,BORIS MAURICIO DE BERDUCCY GUTIERREZ,1080670
879-70-SE25,2025-04-30,4,INSTITUTO NACIONAL DE LA JUVENTUD,Region Metropolitana de Santiago,Servicios de construcción y mantenimiento,SOCIEDAD CONSTRUCTORA LIBERTAD ING SPA,15669034
5413-366-SE25,2025-04-30,4,UNIVERSIDAD DE LOS LAGOS,Region de los Lagos,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos",FERNANDO ALBERTO VELOSO OLIVA,24811994
4469-201-SE25,2025-04-30,4,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,Region de Valparaiso,"Artículos para estructuras, obras y construcciones",HANNA INSTRUMENTS EQUIPOS LIMITADA,465019
5413-389-SE25,2025-04-30,4,UNIVERSIDAD DE LOS LAGOS,Region de los Lagos,"Ropa, maletas y productos de aseo personal",VJ GRÁFICA Y DISEÑO LIMITADA,13040403
1087-97-SE25,2025-04-30,4,CORP NACIONAL FORESTAL,Region de Arica y Parinacota,Servicios de construcción y mantenimiento,ELECTRICIDAD ERNESTO JOSE POSSELT SIMON E.I.R.L.,2546034
1407-15209-SE25,2025-04-30,4,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Tarapaca,Servicios de limpieza industrial,FUMIGASAN  LIMITADA,1536615
5413-366-SE25,2025-04-30,4,UNIVERSIDAD DE LOS LAGOS,Region de los Lagos,Artículos eléctricos y de iluminación,FERNANDO ALBERTO VELOSO OLIVA,24811994
5413-366-SE25,2025-04-30,4,UNIVERSIDAD DE LOS LAGOS,Region de los Lagos,Artículos eléctricos y de iluminación,FERNANDO ALBERTO VELOSO OLIVA,24811994
885-260-SE25,2025-04-30,4,CONTRALORIA GENERAL DE LA REPUBLICA,Region Metropolitana de Santiago,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",COVENCO SOCIEDAD ANONIMA,28680000
4649-48-SE25,2025-04-30,4,CORP NACIONAL FORESTAL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",RAUL EUGENIO MONTECINOS ARAYA,252129
4469-194-SE25,2025-04-30,4,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,Region de Valparaiso,"Artículos para estructuras, obras y construcciones",TECNIGEN S A,1985100
1036-117-SE25,2025-04-30,4,CORP NACIONAL FORESTAL,Region del Biobio,Vehículos y equipamiento en general,SERVICIOS DE TRANSPORTE CARLOS URIBE MEDINA E.I.R.L.,72000000
4889-39-SE25,2025-04-30,4,SUBSECRETARÍA DE LAS CULTURAS Y LAS ARTES,Region Aysen del General Carlos IbaNez del Campo,"Servicios profesionales, administrativos y consultorías de gestión empresarial",Antropóloga,5044500
1407-15209-SE25,2025-04-30,4,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Tarapaca,Servicios de limpieza industrial,FUMIGASAN  LIMITADA,1536615
622847-39-SE25,2025-04-30,4,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region Metropolitana de Santiago,"Servicios de transporte, almacenaje y correo",BLANCO VIAJES SPA,1386924
1376-250-SE25,2025-04-30,4,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Atacama,"Alimentos, bebidas y tabaco",COMERCIALIZADORA  SAN NICOLAS  SPA,2636400
1028897-391-SE25,2025-04-30,4,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,Region de la Araucania,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",EMPRESA DE TRANSPORTE SAN ANDRES LIMITADA,30000000
5520-4207-SE25,2025-04-30,4,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Servicios de construcción y mantenimiento,MORETO CLIMA LIMITADA,1614000
4469-198-SE25,2025-04-30,4,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,Region de Valparaiso,"Artículos para estructuras, obras y construcciones",SOLUCIONES TECNOLOGICAS AVANZADAS LIMITADA,319000
800-5745-SE25,2025-04-30,4,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Artículos de electrónica,JOHNSON Y JOHNSON DE CHILE S A,1420800
720-197-SE25,2025-04-30,4,SERVICIO AGRICOLA Y GANADERO,Region de Arica y Parinacota,"Servicios de defensa nacional, orden público y seguridad",SOC SEGURIDAD DEL NORTE S A,1845000
759-181-SE25,2025-04-30,4,SUBSECRETARIA DEL MINISTERIO DE JUSTICIA,Region Metropolitana de Santiago,"Servicios editoriales, de diseño, publicidad, gráficos y artistas",COMUNICACION PUENTE LIMITADA,42745394
1173461-34-SE25,2025-04-30,4,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region del Nuble,Artículos para plantas y animales,AGROCOMERCIAL ELOY SAN MARTIN SOTO E.I.R.L.,299275
217-4-SE25,2025-04-30,4,DELEGACIÓN PRESIDENCIAL PROVINCIAL DE CAPITÁN PRAT,Region Aysen del General Carlos IbaNez del Campo,"Productos derivados de minerales, plantas y animales",JOSE GUILLERMO MELERO REYES E HIJOS LTDA,252251
4469-196-SE25,2025-04-30,4,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,Region de Valparaiso,"Artículos para estructuras, obras y construcciones",WINKLER LIMITADA,720000
5520-4173-SE25,2025-04-30,4,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Servicios de limpieza industrial,CLAUDIO ALEJANDRO ROSALES RAMIREZ,2030252
4882-39-SE25,2025-04-30,4,SUBSECRETARÍA DE LAS CULTURAS Y LAS ARTES,Region de Coquimbo,"Servicios profesionales, administrativos y consultorías de gestión empresarial","L&R COMUNICACIONES, EVENTOS E INVERSIONES LIMITADA",4780000
1576-66-SE25,2025-04-30,4,JUNTA NACIONAL DE JARDINES         INFANTILES,Region del Biobio,"Servicios de transporte, almacenaje y correo",JOSE BELARMINO ROCHA PURRAN,20293233
1403-3719-SE25,2025-04-30,4,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",VIVIANA VALDEBENITO ROMERO E.I.R.L.,636500
5413-366-SE25,2025-04-30,4,UNIVERSIDAD DE LOS LAGOS,Region de los Lagos,Artículos eléctricos y de iluminación,FERNANDO ALBERTO VELOSO OLIVA,24811994
1197-105-SE25,2025-04-30,4,INSTITUTO NACIONAL DE DEPORTES DE CHILE,Region de Atacama,"Equipos, suministros y accesorios deportivos y recreativos",SUPER SPORT & MEDICAL SPA,2167916
5413-366-SE25,2025-04-30,4,UNIVERSIDAD DE LOS LAGOS,Region de los Lagos,Artículos eléctricos y de iluminación,FERNANDO ALBERTO VELOSO OLIVA,24811994
1953-835-SE25,2025-05-02,5,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Valparaiso,"Alimentos, bebidas y tabaco",EUGENIO ALONSO ORDENES SAAVEDRA,307735
1036-129-SE25,2025-05-02,5,CORP NACIONAL FORESTAL,Region del Biobio,"Maquinaria para agricultura, pesca y silvicultura",SERVICIOS FORESTALES BUSTOS BARRRERA LTDA,46553444
760-143-SE25,2025-05-02,5,SERVICIO AGRICOLA Y GANADERO,Region de Valparaiso,"Servicios de transporte, almacenaje y correo",servicio tecnico automotriz autotec limitada,576184
847-119-SE25,2025-05-02,5,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de Valparaiso,Servicios de limpieza industrial,RECICLASMART SPA,47815126
1137689-90-SE25,2025-05-02,5,DIRECCION GENERAL DE PROMOCION DE EXPORTACIONES,Region Metropolitana de Santiago,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",ATN VIAJES S.A.,1429642
1036-148-SE25,2025-05-02,5,CORP NACIONAL FORESTAL,Region del Biobio,Servicios de cuidado personal y domésticos,SOCIEDAD KLAGGES Y COMPANIA LIMITADA,53847300
1157-2488-SE25,2025-05-02,5,SERVICIO AGRICOLA Y GANADERO,Region Metropolitana de Santiago,"Servicios de transporte, almacenaje y correo",MARIA ISABEL HERMAN OSSANDON,641000
1198-120-SE25,2025-05-02,5,INSTITUTO NACIONAL DE DEPORTES DE CHILE,Region de Valparaiso,"Equipos, suministros y accesorios deportivos y recreativos",COMERCIAL SKIPPY SPORT LIMITADA,1330000
5649-7-SE25,2025-05-02,5,MINISTERIO DE BIENES NACIONALES,Region de Arica y Parinacota,Servicios de construcción y mantenimiento,SOCIEDAD CONSTRUCTORA PARARMAR Y COMPANIA LIMITADA,268907563
800-5761-SE25,2025-05-02,5,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Equipamiento y suministros médicos,ARENYS MED S.A.,2249654
800-5754-SE25,2025-05-02,5,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Equipamiento y suministros médicos,ARENYS MED S.A.,4460866
1953-835-SE25,2025-05-02,5,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Valparaiso,Artículos para plantas y animales,EUGENIO ALONSO ORDENES SAAVEDRA,307735
1953-835-SE25,2025-05-02,5,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Valparaiso,"Alimentos, bebidas y tabaco",EUGENIO ALONSO ORDENES SAAVEDRA,307735
4531-6-SE25,2025-05-02,5,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region del Biobio,Productos impresos y publicaciones,Miriam Angelica Medina Sanzana,40100212
1997-36-SE25,2025-05-02,5,DELEGACIÓN PRESIDENCIAL PROVINCIAL DE EL LOA,Region de Antofagasta,"Educación, formación, entrenamiento y capacitación",RED DE ESP EN DESRLL ORG. ALEJANDRO RUIZ-TAGLE DE LA CERDA E.I.R.L.,1000000
4531-6-SE25,2025-05-02,5,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,Region del Biobio,Productos impresos y publicaciones,Miriam Angelica Medina Sanzana,40100212
720-192-SE25,2025-05-03,5,SERVICIO AGRICOLA Y GANADERO,Region de Arica y Parinacota,"Equipos, accesorios y suministros de oficina",YANULAQUE Y CIA LTDA,1078534
